lead_id,team_name,user_name,user_email,customer_name,customer_email,customer_phone,customer_cpf,source,subject,lead_created_at,first_interaction_at,negotiation_importance,negotiation_stage,negotiation_status,is_open,negotiation_created_at,negotiation_updated_at,finalization_reason
81,Equipe Caçapava,Consultor 20,consultor20@empresa.com.br,Cliente Exemplo 81,cliente_81@provedor.com.br,11906916632,61357454378,Mercado Livre,Interesse no Produto Ref: 9277,2026-02-17 15:26:35,2026-02-17 17:56:35,quente,Contato inicial,Finalizado sem venda,FALSE,2026-02-17 15:26:35,2026-03-02 17:56:35,Desistência
82,Equipe SJC,Consultor 16,consultor16@empresa.com.br,Cliente Exemplo 82,cliente_82@provedor.com.br,11955160840,47456251168,Facebook,Interesse no Produto Ref: 8495,2025-04-30 07:05:35,2025-04-30 11:27:35,quente,Enviou proposta,Finalizado sem venda,FALSE,2025-04-30 07:05:35,2025-05-13 11:27:35,Comprou em outra loja
83,Equipe Caçapava,Consultor 20,consultor20@empresa.com.br,Cliente Exemplo 83,cliente_83@provedor.com.br,11920234243,27378432056,WhatsApp,Interesse no Produto Ref: 1451,2026-01-26 01:03:35,2026-01-26 02:16:35,quente,Contato inicial,Finalizado com venda,FALSE,2026-01-26 01:03:35,2026-02-08 02:16:35,Sucesso / Venda Concluída
84,Equipe Caçapava,Consultor 09,consultor9@empresa.com.br,Cliente Exemplo 84,cliente_84@provedor.com.br,11905033482,09365358159,Mercado Livre,Interesse no Produto Ref: 6603,2026-01-15 08:32:35,2026-01-15 11:42:35,quente,Aguardando resposta do cliente,Finalizado sem venda,FALSE,2026-01-15 08:32:35,2026-01-25 11:42:35,Desistência
85,Equipe PA,Consultor 02,consultor2@empresa.com.br,Cliente Exemplo 85,cliente_85@provedor.com.br,11939985406,11626984191,Indicação,Interesse no Produto Ref: 4671,2025-09-07 02:47:35,2025-09-07 04:04:35,morno,Teste drive,Aberto,TRUE,2025-09-07 02:47:35,2025-09-14 04:04:35,
86,Equipe PA,Consultor 02,consultor2@empresa.com.br,Cliente Exemplo 86,cliente_86@provedor.com.br,11994245417,03960843189,Instagram,Interesse no Produto Ref: 4511,2026-01-30 18:29:35,2026-01-30 21:53:35,quente,Teste drive,Finalizado com venda,FALSE,2026-01-30 18:29:35,2026-02-14 21:53:35,Sucesso / Venda Concluída
87,Equipe Caçapava,Consultor 08,consultor8@empresa.com.br,Cliente Exemplo 87,cliente_87@provedor.com.br,11915174329,51136968516,Indicação,Interesse no Produto Ref: 8569,2025-08-09 23:22:35,2025-08-10 01:14:35,frio,Teste drive,Aberto,TRUE,2025-08-09 23:22:35,2025-08-19 01:14:35,
88,Equipe PA,Consultor 04,consultor4@empresa.com.br,Cliente Exemplo 88,cliente_88@provedor.com.br,11989016428,34311655701,Indicação,Interesse no Produto Ref: 2378,2026-03-20 19:43:35,2026-03-20 22:45:35,morno,Enviou proposta,Finalizado com venda,FALSE,2026-03-20 19:43:35,2026-03-28 22:45:35,Sucesso / Venda Concluída
89,Equipe Caçapava,Consultor 09,consultor9@empresa.com.br,Cliente Exemplo 89,cliente_89@provedor.com.br,11974393699,26314587634,Indicação,Interesse no Produto Ref: 5918,2025-09-23 05:14:35,2025-09-23 05:43:35,morno,Aguardando pagamento,Finalizado com venda,FALSE,2025-09-23 05:14:35,2025-10-06 05:43:35,Sucesso / Venda Concluída
90,Equipe Caçapava,Consultor 13,consultor13@empresa.com.br,Cliente Exemplo 90,cliente_90@provedor.com.br,11936992861,46725370287,Mercado Livre,Interesse no Produto Ref: 9032,2025-08-03 10:26:35,2025-08-03 13:37:35,morno,Contato inicial,Finalizado com venda,FALSE,2025-08-03 10:26:35,2025-08-07 13:37:35,Sucesso / Venda Concluída
91,Equipe SJC,Consultor 11,consultor11@empresa.com.br,Cliente Exemplo 91,cliente_91@provedor.com.br,11995611626,20553958492,Indicação,Interesse no Produto Ref: 1418,2025-12-28 18:00:35,2025-12-28 20:18:35,quente,Teste drive,Em negociação,TRUE,2025-12-28 18:00:35,2025-12-31 20:18:35,
92,Equipe Caçapava,Consultor 20,consultor20@empresa.com.br,Cliente Exemplo 92,cliente_92@provedor.com.br,11965684546,12465560160,Instagram,Interesse no Produto Ref: 1838,2025-07-04 02:59:35,2025-07-04 07:44:35,morno,Teste drive,Finalizado sem venda,FALSE,2025-07-04 02:59:35,2025-07-05 07:44:35,Comprou em outra loja
93,Equipe Caçapava,Consultor 07,consultor7@empresa.com.br,Cliente Exemplo 93,cliente_93@provedor.com.br,11925544340,45405719924,Indicação,Interesse no Produto Ref: 7139,2025-12-27 18:11:35,2025-12-27 20:58:35,morno,Enviou proposta,Em negociação,TRUE,2025-12-27 18:11:35,2026-01-05 20:58:35,
94,Equipe Caçapava,Consultor 13,consultor13@empresa.com.br,Cliente Exemplo 94,cliente_94@provedor.com.br,11938936090,79027549448,Facebook,Interesse no Produto Ref: 6235,2025-08-26 01:14:35,2025-08-26 03:13:35,morno,Aguardando pagamento,Em negociação,TRUE,2025-08-26 01:14:35,2025-08-26 03:13:35,
95,Equipe Caçapava,Consultor 06,consultor6@empresa.com.br,Cliente Exemplo 95,cliente_95@provedor.com.br,11958332118,80318135198,Instagram,Interesse no Produto Ref: 2882,2025-09-27 03:22:35,2025-09-27 07:45:35,morno,Enviou proposta,Finalizado sem venda,FALSE,2025-09-27 03:22:35,2025-09-30 07:45:35,Comprou em outra loja
96,Equipe SJC,Consultor 11,consultor11@empresa.com.br,Cliente Exemplo 96,cliente_96@provedor.com.br,11907343699,53265815446,Mercado Livre,Interesse no Produto Ref: 4401,2025-09-26 22:48:35,2025-09-27 00:56:35,frio,Aguardando resposta do cliente,Em negociação,TRUE,2025-09-26 22:48:35,2025-10-12 00:56:35,
97,Equipe PA,Consultor 18,consultor18@empresa.com.br,Cliente Exemplo 97,cliente_97@provedor.com.br,11931943345,52715027296,Mercado Livre,Interesse no Produto Ref: 8057,2026-02-10 16:35:35,2026-02-10 20:34:35,frio,Aguardando resposta do cliente,Em negociação,TRUE,2026-02-10 16:35:35,2026-02-11 20:34:35,
98,Equipe PA,Consultor 01,consultor1@empresa.com.br,Cliente Exemplo 98,cliente_98@provedor.com.br,11917360405,36341981488,WhatsApp,Interesse no Produto Ref: 2514,2025-08-23 17:30:35,2025-08-23 20:08:35,frio,Enviou proposta,Em negociação,TRUE,2025-08-23 17:30:35,2025-09-04 20:08:35,
99,Equipe Caçapava,Consultor 07,consultor7@empresa.com.br,Cliente Exemplo 99,cliente_99@provedor.com.br,11911902058,23727227476,Indicação,Interesse no Produto Ref: 5426,2025-11-04 12:59:35,2025-11-04 16:29:35,quente,Teste drive,Aberto,TRUE,2025-11-04 12:59:35,2025-11-10 16:29:35,
100,Equipe SJC,Consultor 16,consultor16@empresa.com.br,Cliente Exemplo 100,cliente_100@provedor.com.br,11961005151,78366591255,Mercado Livre,Interesse no Produto Ref: 6347,2025-09-04 02:31:35,2025-09-04 05:45:35,morno,Contato inicial,Finalizado sem venda,FALSE,2025-09-04 02:31:35,2025-09-11 05:45:35,Preço
101,Equipe Caçapava,Consultor 09,consultor9@empresa.com.br,Cliente Exemplo 101,cliente_101@provedor.com.br,11908217268,44740319407,WhatsApp,Interesse no Produto Ref: 3873,2025-10-02 07:53:35,2025-10-02 12:42:35,quente,Aguardando resposta do cliente,Finalizado com venda,FALSE,2025-10-02 07:53:35,2025-10-06 12:42:35,Sucesso / Venda Concluída
102,Equipe PA,Consultor 04,consultor4@empresa.com.br,Cliente Exemplo 102,cliente_102@provedor.com.br,11964378378,08374912261,Loja Física,Interesse no Produto Ref: 3419,2025-04-21 20:20:35,2025-04-21 22:27:35,frio,Contato inicial,Aberto,TRUE,2025-04-21 20:20:35,2025-04-29 22:27:35,
103,Equipe PA,Consultor 10,consultor10@empresa.com.br,Cliente Exemplo 103,cliente_103@provedor.com.br,11971867883,23833884147,Mercado Livre,Interesse no Produto Ref: 5906,2025-04-27 01:11:35,2025-04-27 01:22:35,morno,Contato inicial,Finalizado sem venda,FALSE,2025-04-27 01:11:35,2025-05-07 01:22:35,Desistência
104,Equipe PA,Consultor 18,consultor18@empresa.com.br,Cliente Exemplo 104,cliente_104@provedor.com.br,11946995460,35216303408,WhatsApp,Interesse no Produto Ref: 2039,2025-09-08 15:15:35,2025-09-08 16:40:35,frio,Aguardando pagamento,Finalizado sem venda,FALSE,2025-09-08 15:15:35,2025-09-20 16:40:35,Sem estoque
105,Equipe Caçapava,Consultor 20,consultor20@empresa.com.br,Cliente Exemplo 105,cliente_105@provedor.com.br,11956708785,15696673882,Indicação,Interesse no Produto Ref: 8039,2025-03-28 17:40:35,2025-03-28 19:21:35,frio,Contato inicial,Em negociação,TRUE,2025-03-28 17:40:35,2025-04-11 19:21:35,
106,Equipe Caçapava,Consultor 20,consultor20@empresa.com.br,Cliente Exemplo 106,cliente_106@provedor.com.br,11953648573,70705893745,Instagram,Interesse no Produto Ref: 7886,2025-12-31 18:51:35,2025-12-31 19:56:35,morno,Aguardando pagamento,Finalizado com venda,FALSE,2025-12-31 18:51:35,2026-01-14 19:56:35,Sucesso / Venda Concluída
107,Equipe Caçapava,Consultor 13,consultor13@empresa.com.br,Cliente Exemplo 107,cliente_107@provedor.com.br,11991667472,24925499835,Mercado Livre,Interesse no Produto Ref: 7199,2025-10-30 00:38:35,2025-10-30 02:24:35,morno,Teste drive,Aberto,TRUE,2025-10-30 00:38:35,2025-11-07 02:24:35,
108,Equipe PA,Consultor 04,consultor4@empresa.com.br,Cliente Exemplo 108,cliente_108@provedor.com.br,11983728396,95770692957,Facebook,Interesse no Produto Ref: 5326,2025-10-03 06:53:35,2025-10-03 11:02:35,quente,Contato inicial,Finalizado com venda,FALSE,2025-10-03 06:53:35,2025-10-12 11:02:35,Sucesso / Venda Concluída
109,Equipe Caçapava,Consultor 08,consultor8@empresa.com.br,Cliente Exemplo 109,cliente_109@provedor.com.br,11959512982,42891665193,WhatsApp,Interesse no Produto Ref: 4392,2025-10-13 18:37:35,2025-10-13 20:29:35,quente,Enviou proposta,Finalizado com venda,FALSE,2025-10-13 18:37:35,2025-10-22 20:29:35,Sucesso / Venda Concluída
110,Equipe Caçapava,Consultor 06,consultor6@empresa.com.br,Cliente Exemplo 110,cliente_110@provedor.com.br,11974696081,30073753039,Instagram,Interesse no Produto Ref: 2709,2026-02-14 03:02:35,2026-02-14 06:48:35,morno,Aguardando resposta do cliente,Aberto,TRUE,2026-02-14 03:02:35,2026-02-24 06:48:35,
111,Equipe SJC,Consultor 05,consultor5@empresa.com.br,Cliente Exemplo 111,cliente_111@provedor.com.br,11977500674,16533481208,Indicação,Interesse no Produto Ref: 3305,2025-09-29 20:35:35,2025-09-30 00:30:35,morno,Aguardando pagamento,Em negociação,TRUE,2025-09-29 20:35:35,2025-10-10 00:30:35,
112,Equipe SJC,Consultor 11,consultor11@empresa.com.br,Cliente Exemplo 112,cliente_112@provedor.com.br,11937855746,08387095975,Facebook,Interesse no Produto Ref: 5987,2026-02-28 04:12:35,2026-02-28 07:42:35,quente,Aguardando resposta do cliente,Finalizado com venda,FALSE,2026-02-28 04:12:35,2026-03-02 07:42:35,Sucesso / Venda Concluída
113,Equipe SJC,Consultor 05,consultor5@empresa.com.br,Cliente Exemplo 113,cliente_113@provedor.com.br,11908799991,48336767771,Indicação,Interesse no Produto Ref: 2768,2025-06-29 21:17:35,2025-06-30 01:37:35,frio,Contato inicial,Finalizado com venda,FALSE,2025-06-29 21:17:35,2025-07-04 01:37:35,Sucesso / Venda Concluída
114,Equipe Caçapava,Consultor 12,consultor12@empresa.com.br,Cliente Exemplo 114,cliente_114@provedor.com.br,11970719908,92939237815,Mercado Livre,Interesse no Produto Ref: 9173,2025-08-10 19:45:35,2025-08-10 20:40:35,morno,Enviou proposta,Aberto,TRUE,2025-08-10 19:45:35,2025-08-12 20:40:35,
115,Equipe SJC,Consultor 16,consultor16@empresa.com.br,Cliente Exemplo 115,cliente_115@provedor.com.br,11915926639,63619744850,Mercado Livre,Interesse no Produto Ref: 5133,2025-08-28 14:03:35,2025-08-28 15:55:35,frio,Contato inicial,Finalizado com venda,FALSE,2025-08-28 14:03:35,2025-09-07 15:55:35,Sucesso / Venda Concluída
116,Equipe PA,Consultor 04,consultor4@empresa.com.br,Cliente Exemplo 116,cliente_116@provedor.com.br,11906653289,99718691355,Mercado Livre,Interesse no Produto Ref: 9044,2025-06-11 01:20:35,2025-06-11 02:31:35,frio,Aguardando resposta do cliente,Aberto,TRUE,2025-06-11 01:20:35,2025-06-22 02:31:35,
117,Equipe PA,Consultor 17,consultor17@empresa.com.br,Cliente Exemplo 117,cliente_117@provedor.com.br,11997599071,41135647472,Indicação,Interesse no Produto Ref: 5275,2026-02-25 15:45:35,2026-02-25 16:26:35,morno,Aguardando pagamento,Finalizado sem venda,FALSE,2026-02-25 15:45:35,2026-02-25 16:26:35,Comprou em outra loja
118,Equipe SJC,Consultor 14,consultor14@empresa.com.br,Cliente Exemplo 118,cliente_118@provedor.com.br,11901636261,10735846946,Facebook,Interesse no Produto Ref: 5792,2025-12-01 03:53:35,2025-12-01 05:18:35,morno,Aguardando resposta do cliente,Aberto,TRUE,2025-12-01 03:53:35,2025-12-03 05:18:35,
119,Equipe SJC,Consultor 14,consultor14@empresa.com.br,Cliente Exemplo 119,cliente_119@provedor.com.br,11900948451,95396047888,Mercado Livre,Interesse no Produto Ref: 1238,2025-03-28 07:30:35,2025-03-28 11:47:35,frio,Enviou proposta,Aberto,TRUE,2025-03-28 07:30:35,2025-03-29 11:47:35,
120,Equipe PA,Consultor 17,consultor17@empresa.com.br,Cliente Exemplo 120,cliente_120@provedor.com.br,11989451027,89317717510,Mercado Livre,Interesse no Produto Ref: 8580,2026-01-06 04:07:35,2026-01-06 04:59:35,morno,Enviou proposta,Finalizado sem venda,FALSE,2026-01-06 04:07:35,2026-01-09 04:59:35,Preço
121,Equipe Caçapava,Consultor 19,consultor19@empresa.com.br,Cliente Exemplo 121,cliente_121@provedor.com.br,11946538541,03210310305,Loja Física,Interesse no Produto Ref: 1405,2025-12-18 02:17:35,2025-12-18 03:49:35,frio,Contato inicial,Finalizado sem venda,FALSE,2025-12-18 02:17:35,2025-12-23 03:49:35,Falta de contato
122,Equipe PA,Consultor 10,consultor10@empresa.com.br,Cliente Exemplo 122,cliente_122@provedor.com.br,11968973243,52856849883,WhatsApp,Interesse no Produto Ref: 8609,2026-02-18 23:32:35,2026-02-19 00:56:35,morno,Contato inicial,Aberto,TRUE,2026-02-18 23:32:35,2026-03-05 00:56:35,
123,Equipe Caçapava,Consultor 20,consultor20@empresa.com.br,Cliente Exemplo 123,cliente_123@provedor.com.br,11958856576,70184404335,Loja Física,Interesse no Produto Ref: 3152,2026-01-12 13:04:35,2026-01-12 16:05:35,quente,Enviou proposta,Finalizado com venda,FALSE,2026-01-12 13:04:35,2026-01-26 16:05:35,Sucesso / Venda Concluída
124,Equipe PA,Consultor 10,consultor10@empresa.com.br,Cliente Exemplo 124,cliente_124@provedor.com.br,11939755721,42683820683,WhatsApp,Interesse no Produto Ref: 4291,2026-01-02 08:08:35,2026-01-02 11:21:35,morno,Aguardando resposta do cliente,Aberto,TRUE,2026-01-02 08:08:35,2026-01-15 11:21:35,
125,Equipe SJC,Consultor 11,consultor11@empresa.com.br,Cliente Exemplo 125,cliente_125@provedor.com.br,11919742634,64497080988,Instagram,Interesse no Produto Ref: 7369,2025-03-26 03:09:35,2025-03-26 08:06:35,quente,Enviou proposta,Finalizado sem venda,FALSE,2025-03-26 03:09:35,2025-04-05 08:06:35,Desistência
126,Equipe PA,Consultor 01,consultor1@empresa.com.br,Cliente Exemplo 126,cliente_126@provedor.com.br,11934964926,25636402617,Loja Física,Interesse no Produto Ref: 9604,2025-06-28 12:35:35,2025-06-28 15:57:35,morno,Teste drive,Aberto,TRUE,2025-06-28 12:35:35,2025-06-29 15:57:35,
127,Equipe PA,Consultor 01,consultor1@empresa.com.br,Cliente Exemplo 127,cliente_127@provedor.com.br,11946068808,53851936604,Mercado Livre,Interesse no Produto Ref: 8581,2025-10-04 16:50:35,2025-10-04 17:00:35,quente,Aguardando pagamento,Finalizado com venda,FALSE,2025-10-04 16:50:35,2025-10-18 17:00:35,Sucesso / Venda Concluída
128,Equipe Caçapava,Consultor 03,consultor3@empresa.com.br,Cliente Exemplo 128,cliente_128@provedor.com.br,11919753356,03264308674,Facebook,Interesse no Produto Ref: 8564,2025-07-12 04:28:35,2025-07-12 06:25:35,frio,Teste drive,Aberto,TRUE,2025-07-12 04:28:35,2025-07-18 06:25:35,
129,Equipe PA,Consultor 18,consultor18@empresa.com.br,Cliente Exemplo 129,cliente_129@provedor.com.br,11937859495,05689208409,Instagram,Interesse no Produto Ref: 7598,2025-06-22 12:53:35,2025-06-22 13:40:35,frio,Aguardando resposta do cliente,Finalizado sem venda,FALSE,2025-06-22 12:53:35,2025-07-06 13:40:35,Falta de contato
130,Equipe Caçapava,Consultor 07,consultor7@empresa.com.br,Cliente Exemplo 130,cliente_130@provedor.com.br,11962174889,34546827132,Facebook,Interesse no Produto Ref: 4345,2025-11-05 00:02:35,2025-11-05 01:52:35,quente,Enviou proposta,Finalizado sem venda,FALSE,2025-11-05 00:02:35,2025-11-20 01:52:35,Preço
131,Equipe PA,Consultor 17,consultor17@empresa.com.br,Cliente Exemplo 131,cliente_131@provedor.com.br,11940288702,94211993099,WhatsApp,Interesse no Produto Ref: 7890,2025-04-21 15:25:35,2025-04-21 18:34:35,quente,Contato inicial,Finalizado com venda,FALSE,2025-04-21 15:25:35,2025-05-02 18:34:35,Sucesso / Venda Concluída
132,Equipe Caçapava,Consultor 03,consultor3@empresa.com.br,Cliente Exemplo 132,cliente_132@provedor.com.br,11985338453,62667228420,WhatsApp,Interesse no Produto Ref: 5513,2025-10-23 21:28:35,2025-10-24 00:56:35,frio,Teste drive,Em negociação,TRUE,2025-10-23 21:28:35,2025-10-28 00:56:35,
133,Equipe Caçapava,Consultor 15,consultor15@empresa.com.br,Cliente Exemplo 133,cliente_133@provedor.com.br,11981088875,16899542687,Mercado Livre,Interesse no Produto Ref: 1426,2025-05-03 20:25:35,2025-05-03 23:55:35,morno,Teste drive,Finalizado com venda,FALSE,2025-05-03 20:25:35,2025-05-11 23:55:35,Sucesso / Venda Concluída
134,Equipe SJC,Consultor 16,consultor16@empresa.com.br,Cliente Exemplo 134,cliente_134@provedor.com.br,11921743711,82887663934,Mercado Livre,Interesse no Produto Ref: 9654,2025-08-01 18:57:35,2025-08-01 23:11:35,frio,Teste drive,Em negociação,TRUE,2025-08-01 18:57:35,2025-08-07 23:11:35,
135,Equipe Caçapava,Consultor 03,consultor3@empresa.com.br,Cliente Exemplo 135,cliente_135@provedor.com.br,11948537861,76851188845,Mercado Livre,Interesse no Produto Ref: 9306,2026-02-12 00:12:35,2026-02-12 03:39:35,quente,Enviou proposta,Em negociação,TRUE,2026-02-12 00:12:35,2026-02-23 03:39:35,
136,Equipe Caçapava,Consultor 12,consultor12@empresa.com.br,Cliente Exemplo 136,cliente_136@provedor.com.br,11928606965,51068529126,Facebook,Interesse no Produto Ref: 5930,2025-09-07 05:48:35,2025-09-07 06:04:35,quente,Teste drive,Finalizado com venda,FALSE,2025-09-07 05:48:35,2025-09-17 06:04:35,Sucesso / Venda Concluída
137,Equipe PA,Consultor 17,consultor17@empresa.com.br,Cliente Exemplo 137,cliente_137@provedor.com.br,11924235078,16388802631,Mercado Livre,Interesse no Produto Ref: 6967,2026-03-03 19:39:35,2026-03-04 00:32:35,quente,Aguardando pagamento,Finalizado sem venda,FALSE,2026-03-03 19:39:35,2026-03-05 00:32:35,Comprou em outra loja
138,Equipe Caçapava,Consultor 08,consultor8@empresa.com.br,Cliente Exemplo 138,cliente_138@provedor.com.br,11951950190,17891739852,Instagram,Interesse no Produto Ref: 4659,2025-11-15 02:09:35,2025-11-15 03:50:35,frio,Aguardando pagamento,Aberto,TRUE,2025-11-15 02:09:35,2025-11-25 03:50:35,
139,Equipe Caçapava,Consultor 03,consultor3@empresa.com.br,Cliente Exemplo 139,cliente_139@provedor.com.br,11923103572,71958384132,Instagram,Interesse no Produto Ref: 2447,2026-01-21 02:13:35,2026-01-21 04:12:35,morno,Contato inicial,Finalizado com venda,FALSE,2026-01-21 02:13:35,2026-01-31 04:12:35,Sucesso / Venda Concluída
140,Equipe Caçapava,Consultor 03,consultor3@empresa.com.br,Cliente Exemplo 140,cliente_140@provedor.com.br,11933840536,09493952946,Facebook,Interesse no Produto Ref: 5155,2026-01-14 01:55:35,2026-01-14 05:48:35,morno,Aguardando pagamento,Finalizado com venda,FALSE,2026-01-14 01:55:35,2026-01-17 05:48:35,Sucesso / Venda Concluída
141,Equipe PA,Consultor 17,consultor17@empresa.com.br,Cliente Exemplo 141,cliente_141@provedor.com.br,11951874002,72387279762,Indicação,Interesse no Produto Ref: 8125,2025-07-14 06:25:35,2025-07-14 09:28:35,morno,Aguardando resposta do cliente,Finalizado com venda,FALSE,2025-07-14 06:25:35,2025-07-22 09:28:35,Sucesso / Venda Concluída
142,Equipe SJC,Consultor 14,consultor14@empresa.com.br,Cliente Exemplo 142,cliente_142@provedor.com.br,11963949511,87084539214,Mercado Livre,Interesse no Produto Ref: 7045,2025-08-03 16:48:35,2025-08-03 20:57:35,frio,Teste drive,Finalizado com venda,FALSE,2025-08-03 16:48:35,2025-08-15 20:57:35,Sucesso / Venda Concluída
143,Equipe PA,Consultor 18,consultor18@empresa.com.br,Cliente Exemplo 143,cliente_143@provedor.com.br,11978263180,19742991596,Facebook,Interesse no Produto Ref: 8571,2025-05-30 08:11:35,2025-05-30 12:10:35,frio,Enviou proposta,Em negociação,TRUE,2025-05-30 08:11:35,2025-06-13 12:10:35,
144,Equipe Caçapava,Consultor 07,consultor7@empresa.com.br,Cliente Exemplo 144,cliente_144@provedor.com.br,11975251167,00535913384,Mercado Livre,Interesse no Produto Ref: 9898,2025-08-04 06:43:35,2025-08-04 11:35:35,morno,Aguardando resposta do cliente,Em negociação,TRUE,2025-08-04 06:43:35,2025-08-09 11:35:35,
145,Equipe Caçapava,Consultor 19,consultor19@empresa.com.br,Cliente Exemplo 145,cliente_145@provedor.com.br,11929010504,22158927434,WhatsApp,Interesse no Produto Ref: 1680,2025-10-04 06:37:35,2025-10-04 07:48:35,frio,Enviou proposta,Finalizado sem venda,FALSE,2025-10-04 06:37:35,2025-10-11 07:48:35,Comprou em outra loja
